appName,coreF,memF,kernel,count,aver_time,std_time,coeff. of var.
caffe,1700,3500,(25088 1 1).*(128 1 1).*maxwell_scudnn_128x64_relu_small_nn,51,0.00370248039216,3.11789648774e-05,0.008421
caffe,1700,3500,"(64 64 1).*(128 1 1).*void add_tensor_kernel_v3<int=2,",102,0.00667830784314,2.63567667625e-05,0.003947
caffe,1700,3500,(1 1 1).*(1 1 1).*caffe::sync_conv_groups(void),1313,1.16233815689e-06,2.34718005619e-07,0.201936
caffe,1700,3500,"(65536 1 1).*(128 1 1).*void cudnn::detail::activation_fw_4d_kernel<float,",102,0.00648834901961,1.36544307619e-05,0.002104
caffe,1700,3500,"(2 16 1).*(32 4 1).*void cudnn::winograd::generateWinogradTilesKernel<int=0,",51,8.50843137255e-06,1.87676845219e-07,0.022058
caffe,1700,3500,(128 28 14).*(256 1 1).*maxwell_scudnn_winograd_128x128_ldg1_ldg4_tile148n_nt,51,0.0235104313725,4.48226373575e-05,0.001906
caffe,1700,3500,"(100352 1 1).*(512 1 1).*void caffe::MaxPoolForward<float>(int,",51,0.00460951568627,6.16038490486e-06,0.001336
caffe,1700,3500,"(4 16 1).*(32 4 1).*void cudnn::winograd::generateWinogradTilesKernel<int=0,",51,9.12082352941e-06,2.04442014971e-07,0.022415
caffe,1700,3500,(256 14 7).*(256 1 1).*maxwell_scudnn_winograd_128x128_ldg1_ldg4_tile148n_nt,102,0.0106214539216,0.00269755341559,0.253972
caffe,1700,3500,"(64 128 1).*(128 1 1).*void add_tensor_kernel_v3<int=2,",102,0.00325614705882,7.02359756265e-06,0.002157
caffe,1700,3500,"(32768 1 1).*(128 1 1).*void cudnn::detail::activation_fw_4d_kernel<float,",102,0.00324939117647,5.27623422864e-06,0.001624
caffe,1700,3500,"(4 32 1).*(32 4 1).*void cudnn::winograd::generateWinogradTilesKernel<int=0,",51,1.07666862745e-05,2.16908265619e-07,0.020146
caffe,1700,3500,"(50176 1 1).*(512 1 1).*void caffe::MaxPoolForward<float>(int,",51,0.00239338823529,2.53761096995e-06,0.001060
caffe,1700,3500,"(8 32 1).*(32 4 1).*void cudnn::winograd::generateWinogradTilesKernel<int=0,",51,1.55892941176e-05,3.62242920017e-07,0.023237
caffe,1700,3500,(512 7 4).*(256 1 1).*maxwell_scudnn_winograd_128x128_ldg1_ldg4_tile148n_nt,153,0.0113951614379,0.0028085030409,0.246465
caffe,1700,3500,"(64 256 1).*(128 1 1).*void add_tensor_kernel_v3<int=2,",153,0.00164273986928,5.96464901662e-06,0.003631
caffe,1700,3500,"(16384 1 1).*(128 1 1).*void cudnn::detail::activation_fw_4d_kernel<float,",153,0.00163309215686,1.22373505688e-05,0.007493
caffe,1700,3500,"(8 64 1).*(32 4 1).*void cudnn::winograd::generateWinogradTilesKernel<int=0,",102,3.03574803922e-05,9.56183546766e-07,0.031497
caffe,1700,3500,"(25088 1 1).*(512 1 1).*void caffe::MaxPoolForward<float>(int,",51,0.00126829411765,4.54783622201e-07,0.000359
caffe,1700,3500,"(16 64 1).*(32 4 1).*void cudnn::winograd::generateWinogradTilesKernel<int=0,",51,5.86329411765e-05,6.39052313418e-07,0.010899
caffe,1700,3500,(512 7 2).*(256 1 1).*maxwell_scudnn_winograd_128x128_ldg1_ldg4_tile228n_nt,51,0.00700758823529,1.66705640195e-05,0.002379
caffe,1700,3500,"(16 512 1).*(32 1 4).*void add_tensor_kernel_v3<int=2,",306,0.000538377058824,0.00032452684994,0.602787
caffe,1700,3500,"(8192 1 1).*(128 1 1).*void cudnn::detail::activation_fw_4d_kernel<float,",153,0.000818590653595,2.2651510715e-06,0.002767
caffe,1700,3500,(7 1 1).*(128 1 1).*cudnn::maxwell::gemm::computeOffsetsKernel(cudnn::maxwell::gemm::ComputeOffsetsParams),102,2.29869607843e-06,9.18420200741e-08,0.039954
caffe,1700,3500,(392 4 1).*(256 1 1).*maxwell_scudnn_128x128_relu_small_nn,102,0.0216412156863,0.000129713608176,0.005994
caffe,1700,3500,"(12544 1 1).*(512 1 1).*void caffe::MaxPoolForward<float>(int,",51,0.00064320627451,3.28466196573e-07,0.000511
caffe,1700,3500,(2 1 1).*(128 1 1).*cudnn::maxwell::gemm::computeOffsetsKernel(cudnn::maxwell::gemm::ComputeOffsetsParams),153,2.25990849673e-06,7.97396383727e-08,0.035284
caffe,1700,3500,(98 4 1).*(256 1 1).*maxwell_scudnn_128x128_relu_small_nn,153,0.00542373071895,2.25550402496e-05,0.004159
caffe,1700,3500,"(2048 1 1).*(128 1 1).*void cudnn::detail::activation_fw_4d_kernel<float,",153,0.000207561176471,1.00735526454e-06,0.004853
